name,address,district,phone,website,services,price_range,rating,review_count,lat,lon,source
Du-za Mi-ha,"ul. Złota 3, 00-019, Warszawa",Śródmieście,+48228269378,https://www.yelp.pl/biz/du-za-mi-ha-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Wietnamska,do 50 PLN,3.8,45,52.2328415,21.01231,yelp:nailedsalons
Dłonie i stopy,"ul. Nowogrodzka 8, 00-513, Warszawa",Śródmieście,+48602367440,https://www.yelp.pl/biz/d%C5%82onie-i-stopy-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Manikiur i pedikiur,50–150 PLN,4.7,3,52.2299614,21.0174007,yelp:beautysvc
Easy Waxing,"ul. Grzybowska 39, 00-855, Warszawa",Śródmieście,+48224002529,https://www.yelp.pl/biz/easy-waxing-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Woskowanie , Manikiur i pedikiur, Pielęgnacja skóry",50–150 PLN,4.0,1,52.2342713338673,20.9947007465139,yelp:beautysvc+yelp
Ecri,"ul. Chmielna 26, 00-020, Warszawa",Śródmieście,+48224012511,https://www.yelp.pl/biz/ecri-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Depilacja laserowa, Pielęgnacja skóry, Manikiur i pedikiur",,0.0,0,52.2322807,21.0134506,yelp:skincare
Effecto,"ul. Żurawia 24, 00-515, Warszawa",Śródmieście,+48226220615,https://www.yelp.pl/biz/effecto-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,4.5,2,52.2285194,21.0152493,yelp:hair+yelp
Ekipa Masująca - Gabinet Masażu,"al. Wyzwolenia 14, 00-570, Warszawa",Śródmieście,+48606490355,https://www.yelp.pl/biz/ekipa-masuj%C4%85ca-gabinet-masa%C5%BCu-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Pielęgnacja skóry",,0.0,0,52.22007109514,21.0195329114401,yelp:skincare
Elle Services,"Długa 8 /  39, 00-963, Warszawa",Śródmieście,+48226305588,https://www.yelp.pl/biz/elle-services-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Balwierz, Zdrowie i medycyna",,0.0,0,52.2505188,21.0083637,yelp:barbers
Etno Cafe Marszałkowska,"ul. Marszałkowska 87, 00-683, Warszawa",Śródmieście,+48533779255,https://www.yelp.pl/biz/etno-cafe-marsza%C5%82kowska-warszawa-4?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kawa i herbata,,4.5,4,52.2273439,21.01259,yelp:nailedsalons
Fifty Fifty Concept,"ul. Wspólna 50, 00-684, Warszawa",Śródmieście,+48224007077,https://www.yelp.pl/biz/fifty-fifty-concept-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Kosmetyki, Akcesoria",,2.5,2,52.22706,21.01233,yelp:hair
Fiuu Fiuu,"ul. Mokotowska 48, 00-543, Warszawa",Śródmieście,+48226292414,https://www.yelp.pl/biz/fiuu-fiuu-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Makijażyści, Fryzjer, Spa",,0.0,0,52.2251892,21.0217495,yelp:makeupartists
Flambeeria,"ul. Hoża 61, 00-681, Warszawa",Śródmieście,+48730267772,https://www.yelp.pl/biz/flambeeria-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Nowoczesna europejska, Pizza",do 50 PLN,4.4,75,52.2245114358777,21.0077839110451,yelp:nailedsalons
Folk Gospoda,"ul. Waliców 13, 00-866, Warszawa",Śródmieście,+48228901605,https://www.yelp.pl/biz/folk-gospoda-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Polska,50–150 PLN,4.1,87,52.235321,20.9920807,yelp:nailedsalons
Fotoplastikon Warszawski,"al. Jerozolimskie 51, 00-697, Warszawa",Śródmieście,+48226296078,https://www.yelp.pl/biz/fotoplastikon-warszawski-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Jedyne w swoim rodzaju, Muzea",,4.4,16,52.22892,21.0085602,yelp:nailedsalons
Franck Provost,"ul. Nowy Świat 58 A, 00-504, Warszawa",Śródmieście,+48228268101,https://www.yelp.pl/biz/franck-provost-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,150–300 PLN,2.5,4,52.2355385,21.0186596,yelp:hair
Frytki & Burgery,"ul. Złota 11, 00-020, Warszawa",Śródmieście,+48733674095,https://www.yelp.pl/biz/frytki-a-burgery-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Amerykańska, Frytki",,4.0,1,52.2322100544624,21.011421768751,yelp:nailedsalons
Fryzjer Justyna Chajduk,"ul. Żurawia 2 / 16, 01-697, Warszawa",Śródmieście,+48226290737,https://www.yelp.pl/biz/fryzjer-justyna-chajduk-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2295418,21.0202103,yelp:hair
Fryzjer Wspólna,"ul. Wspólna 54A, 00-684, Warszawa",Śródmieście,+48226294451,https://www.yelp.pl/biz/fryzjer-wsp%C3%B3lna-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,1.0,1,52.226807,21.011215,yelp:hair+yelp
Fryzjerkowo,"ul. Foksal 12 / 14, 00-336, Warszawa",Śródmieście,+48228272744,https://www.yelp.pl/biz/fryzjerkowo-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,3.0,1,52.2340927,21.0217876,yelp:hair
Fryzjerstwo Damskie i Męskie Ernest Kołodziej,"al. 3 Maja 22, 00-028, Warszawa",Śródmieście,+48228272335,https://www.yelp.pl/biz/fryzjerstwo-damskie-i-m%C4%99skie-ernest-ko%C5%82odziej-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,5.0,1,52.2344099,21.03124,yelp:hair+yelp
Fryzjerstwo Damskie Maczkowski Jan,"ul. Emilii Plater 12, 00-669, Warszawa",Śródmieście,+48226282826,https://www.yelp.pl/biz/fryzjerstwo-damskie-maczkowski-jan-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2242317,21.0079708,yelp:hair
Fryzjerstwo Jadwiga Kucharczyk,"ul. Wilcza 55 / 63, 00-679, Warszawa",Śródmieście,+48226255577,https://www.yelp.pl/biz/fryzjerstwo-jadwiga-kucharczyk-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2235451,21.01017,yelp:hair
Fryzjerzy na Dobrej,"ul. Dobra 11 / 26, 00-384, Warszawa",Śródmieście,+48221195424,https://www.yelp.pl/biz/fryzjerzy-na-dobrej-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Manikiur i pedikiur",,5.0,1,52.23694,21.0298,yelp:hair+yelp
Gabinet kosmetyczny Asia,"ul. Topiel 27, 00-342, Warszawa",Śródmieście,+48228287340,https://www.yelp.pl/biz/gabinet-kosmetyczny-asia-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.2394295,21.0234299,yelp:skincare
Gabinet Kosmetyczny Julia,"ul. Dobra 9, 00-384, Warszawa",Śródmieście,+48226256020,https://www.yelp.pl/biz/gabinet-kosmetyczny-julia-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Masaż, Manikiur i pedikiur",,2.0,1,52.2368608,21.0302248,yelp:skincare
Gabinet Kosmetyczny Soleil Anna Cybulska Bogusz,"ul. Złota 63A, 00-819, Warszawa",Śródmieście,+48226209925,https://www.yelp.pl/biz/gabinet-kosmetyczny-soleil-anna-cybulska-bogusz-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Kosmetyki",,0.0,0,52.2299309,20.9988194,yelp:hair
Gabinet Kosmetyki Lekarskiej Bella,"ul. Piękna 20, 00-549, Warszawa",Śródmieście,+48226253300,https://www.yelp.pl/biz/gabinet-kosmetyki-lekarskiej-bella-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Spa medyczne,150–300 PLN,4.3,4,52.2236595,21.0193691,yelp:beautysvc
Galeria Fryzur 99,"ul. Orla 13, 00-143, Warszawa",Śródmieście,+48226202736,https://www.yelp.pl/biz/galeria-fryzur-99-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Makijażyści, Manikiur i pedikiur",,3.0,2,52.2428703,20.9979992,yelp:hair+yelp
Galeria Stylu,"ul. Marszałkowska 66 / 14, 03-743, Warszawa",Śródmieście,+48504014033,https://www.yelp.pl/biz/galeria-stylu-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,1.0,1,52.225029,21.0151005,yelp:hair+yelp
Gastronomia Rozrywkowa,"ul. Szpitalna 8, 00-559, Warszawa",Śródmieście,+48228284285,https://www.yelp.pl/biz/gastronomia-rozrywkowa-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Polska, Nowoczesna europejska",,4.6,5,52.2333396,21.0147398,yelp:nailedsalons
Godavari Spa & Clinic,"ul. Marszałkowska 45 / 49 / 31, 00-648, Warszawa",Śródmieście,+48505358028,https://www.yelp.pl/biz/godavari-spa-a-clinic-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Spa, Pielęgnacja skóry, Depilacja laserowa",150–300 PLN,1.0,1,52.2205,21.01692,yelp:skincare
Gospoda Kwiaty Polskie,"ul. Wąski Dunaj 4 / 6 / 8, 00-256, Warszawa",Śródmieście,+48228876520,https://www.yelp.pl/biz/gospoda-kwiaty-polskie-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Polska,50–150 PLN,4.2,18,52.24983,21.01099,yelp:nailedsalons
Gościniec Polskie Pierogi,"ul. Podwale 19, 00-252, Warszawa",Śródmieście,+48224007923,https://www.yelp.pl/biz/go%C5%9Bciniec-polskie-pierogi-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Polska,50–150 PLN,4.4,22,52.249057,21.009282,yelp:nailedsalons
Gościniec Polskie Pierogi,"ul. Krakowskie Przedmieście 29, 00-071, Warszawa",Śródmieście,+48222736936,https://www.yelp.pl/biz/go%C5%9Bciniec-polskie-pierogi-warszawa-4?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Polska,50–150 PLN,4.4,25,52.24398,21.01389,yelp:nailedsalons
Gracja  Salon,"ul. Bagno 3, 00-112, Warszawa",Śródmieście,+48536014707,https://www.yelp.pl/biz/gracja-salon-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.23575,21.00593,yelp:hair
Grand Kredens,"Aleje Jerozolimskie 111, 02-017, Warszawa",Śródmieście,+48226298008,https://www.yelp.pl/biz/grand-kredens-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Polska, Dziczyzna",150–300 PLN,3.8,16,52.2257175233584,20.9939952300449,yelp:nailedsalons
Green Caffè Nero,"ul. Chmielna 32, 00-020, Warszawa",Śródmieście,+48224005787,https://www.yelp.pl/biz/green-caff%C3%A8-nero-warszawa-53?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kawiarnie, Kawa i herbata",do 50 PLN,4.7,6,52.2320239772262,21.0125783085823,yelp:nailedsalons
Green Caffè Nero,"ul. Marszałkowska 84 / 92, 00-514, Warszawa",Śródmieście,+48226298373,https://www.yelp.pl/biz/green-caff%C3%A8-nero-warszawa-52?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kawiarnie, Kawa i herbata",do 50 PLN,3.9,31,52.228723,21.01304,yelp:nailedsalons
Green Caffè Nero,"ul. Przeskok 2, 00-032, Warszawa",Śródmieście,+48222985991,https://www.yelp.pl/biz/green-caff%C3%A8-nero-warszawa-76?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kawiarnie, Kawa i herbata",do 50 PLN,4.0,2,52.2331116544926,21.0131411110474,yelp:nailedsalons
Green Caffè Nero,"ul. Boya Żeleńskiego 2, 00-621, Warszawa",Śródmieście,+48221182520,https://www.yelp.pl/biz/green-caff%C3%A8-nero-warszawa-39?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kawiarnie,50–150 PLN,4.6,11,52.213574,21.0209823403155,yelp:nailedsalons
Green Caffè Nero,"al. Jerozolimskie 11 / 19, 00-508, Warszawa",Śródmieście,+48222584942,https://www.yelp.pl/biz/green-caff%C3%A8-nero-warszawa-38?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kawiarnie,do 50 PLN,5.0,5,52.230932,21.018158,yelp:nailedsalons
Green Caffè Nero,"ul. Sienkiewicza 12 / 14, 00-944, Warszawa",Śródmieście,+48228282099,https://www.yelp.pl/biz/green-caff%C3%A8-nero-warszawa-55?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kawiarnie, Kawa i herbata",50–150 PLN,4.5,2,52.233977,21.010196,yelp:nailedsalons
Green Caffè Nero,"al. Jana Pawła II 18, 00-116, Warszawa",Śródmieście,+48222581027,https://www.yelp.pl/biz/green-caff%C3%A8-nero-warszawa-41?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kawiarnie, Kawa i herbata",do 50 PLN,4.3,11,52.233677,20.998824,yelp:nailedsalons
Green Way,"ul. Szpitalna 6, 00-031, Warszawa",Śródmieście,+48226250055,https://www.yelp.pl/biz/green-way-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Wegetariańska, Sałatka",do 50 PLN,4.5,11,52.2330704,21.0149803,yelp:nailedsalons
Grill Bar Egipt,"ul. Nowogrodzka 22, 00-511, Warszawa",Śródmieście,+48226297771,https://www.yelp.pl/biz/grill-bar-egipt-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kebab, Turecka",do 50 PLN,4.8,10,52.2293282,21.0142307,yelp:nailedsalons
Guru,"ul. Widok 8, 00-023, Warszawa",Śródmieście,+48228570604,https://www.yelp.pl/biz/guru-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Hinduska, Bary",,5.0,6,52.23156,21.01514,yelp:nailedsalons
Hair Coif,"CH Wola Park, Warszawa",Śródmieście,+48225334156,https://www.yelp.pl/biz/hair-coif-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2297442842707,21.0028286891994,yelp:hair
Hair Stylist Bartek Janusz,"ul. Mokotowska 19, 00-560, Warszawa",Śródmieście,+48228284444,https://www.yelp.pl/biz/hair-stylist-bartek-janusz-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,150–300 PLN,3.0,4,52.22043,21.01814,yelp:hair
HairTime,"ul. Polna18 / 20, 00-625, Warszawa",Śródmieście,+48228258515,https://www.yelp.pl/biz/hairtime-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2160805399575,21.0179822133983,yelp:hair
Hebe,"ul. Solec 83, 00-382, Warszawa",Śródmieście,+48222065400,https://www.yelp.pl/biz/hebe-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kosmetyki, Manikiur i pedikiur",50–150 PLN,4.1,8,52.2347794,21.0327892,yelp:beautysvc
Hest,"al. Jerozolimskie 42, 00-024, Warszawa",Śródmieście,+48228028179,https://www.yelp.pl/biz/hest-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Pielęgnacja skóry, Solarium",do 50 PLN,2.0,7,52.230882,21.015465,yelp:hair+yelp+yelp
Hest S T Ostrowscy,"Aleje Jerozolimskie 42, 00-024, Warszawa",Śródmieście,+48228273327,https://www.yelp.pl/biz/hest-s-t-ostrowscy-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2307892,21.0147495,yelp:hair+yelp
Hop-Chop BarberShop,"ul. Marszałkowska 68 / 70, 00-546, Warszawa",Śródmieście,+48222510202,https://www.yelp.pl/biz/hop-chop-barbershop-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,50–150 PLN,5.0,1,52.22526,21.01495,yelp:beautysvc+yelp
Hoppiness,"ul. Chmielna 27 / 31 / 76, 00-021, Warszawa",Śródmieście,+48604203953,https://www.yelp.pl/biz/hoppiness-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Gastro puby,do 50 PLN,4.3,20,52.232005,21.013563,yelp:nailedsalons
Hops,"ul. Chmielna 5, 00-021, Warszawa",Śródmieście,+48794158813,https://www.yelp.pl/biz/hops-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Nowoczesna europejska, Polska",50–150 PLN,4.8,4,52.2331445705197,21.0183812230837,yelp:nailedsalons
Hotaru,"ul. Wspólna 35, 00-519, Warszawa",Śródmieście,+48226290078,https://www.yelp.pl/biz/hotaru-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Sushi, Japońska",,4.5,4,52.2272186,21.0150604,yelp:nailedsalons
Hoża,"ul. Hoża 25A, 00-521, Warszawa",Śródmieście,+48515037001,https://www.yelp.pl/biz/ho%C5%BCa-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Wine bary, Kawiarnie, Steakhouse",300+ PLN,4.5,11,52.22669,21.016599,yelp:nailedsalons
HUGZ Hair&Beauty,"ul. Wilcza 66 / 68, 00-679, Warszawa",Śródmieście,+48600222833,https://www.yelp.pl/biz/hugz-hair-a-beauty-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.22352,21.00872,yelp:hair
Impuls Katarzyna Kobak,"Chmielna 30, 00-020, Warszawa",Śródmieście,+48226540526,https://www.yelp.pl/biz/impuls-katarzyna-kobak-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Uroda i salony Spa,,0.0,0,52.2321281,21.0128899,yelp:beautysvc
InFormal Kitchen,"pl. Małachowskiego 2, 00-066, Warszawa",Śródmieście,+48531918534,https://www.yelp.pl/biz/informal-kitchen-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Śniadanie i brunch, Nowoczesna europejska, Włoska",50–150 PLN,3.7,25,52.2388151793802,21.0131572337991,yelp:nailedsalons
Inglot,"Złote Tarasy, Warszawa",Śródmieście,+48222220245,https://www.yelp.pl/biz/inglot-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kosmetyki,do 50 PLN,5.0,1,52.2306519,21.0023098,yelp:beautysvc
Insomnia Touch Tomasz Soćko,"ul. Hoża 9, 00-528, Warszawa",Śródmieście,+48226280236,https://www.yelp.pl/biz/insomnia-touch-tomasz-so%C4%87ko-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2273712,21.0201302,yelp:hair
Inspira Wiśniewska Barbara Wojnarowski Maciej,"Marszałkowska 84 /  92, 00-514, Warszawa",Śródmieście,+48226210255,https://www.yelp.pl/biz/inspira-wi%C5%9Bniewska-barbara-wojnarowski-maciej-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Uroda i salony Spa,,0.0,0,52.2284584,21.0128841,yelp:beautysvc
Instytut Estetyczny Warszawa,"Niepodległości 227, 02-087, Warszawa",Śródmieście,+48228253457,https://www.yelp.pl/biz/instytut-estetyczny-warszawa-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.2193947,21.004591,yelp:skincare
Instytut Kitako,"ul. Piekna 24 / 26A, 00-549, Warszawa",Śródmieście,+48512744955,https://www.yelp.pl/biz/instytut-kitako-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Pielęgnacja skóry, Manikiur i pedikiur",50–150 PLN,4.0,2,52.2238285445081,21.0178818558197,yelp:hair+yelp+yelp
